sample	cnv	accession	n_cnvs	total_size	coverage_percent	span_percent	size_smallest	size_largest	std_regions_size	norm_depth_mean	norm_depth_median	smooth_depth_mean	smooth_depth_median	chrom_depth	chrom_norm_depth	genome_depth	chromosome	length	lineage	chrom_category_aneuploidy	chrom_category_size	strain	source	dataset	vni_subdivision	samples_in_dataset_lineage	samples_in_lineage	samples_in_sublineage	samples_in_lineage_source	total_samples
SRS404472	deletion	CP097948.1_R	6	95813	4.58	100	7000	38000	11329.37	0.1	0	0.05	0	137.41	0.95	145.01	chr11	2090313	VNBII	Euploid	Absent	Bt103	Clinical	Desjardins		62	62	198	59	1016
SRS404472	duplication	CP097949.1_R	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	153.93	1.06	145.01	chr12	772085	VNBII	Euploid	Absent	Bt103	Clinical	Desjardins		62	62	198	59	1016
SRS404472	deletion	CP097949.1_R	3	24585	3.18	100	7000	10085	1655.77	0.18	0.02	0.09	0.04	153.93	1.06	145.01	chr12	772085	VNBII	Euploid	Absent	Bt103	Clinical	Desjardins		62	62	198	59	1016
SRS404472	duplication	CP097950.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	155.44	1.07	145.01	chr13	740623	VNBII	Euploid	Absent	Bt103	Clinical	Desjardins		62	62	198	59	1016
SRS404472	deletion	CP097950.1	5	50123	6.77	100	623	21500	7477.89	0.1	0	0.06	0	155.44	1.07	145.01	chr13	740623	VNBII	Euploid	Small	Bt103	Clinical	Desjardins		62	62	198	59	1016
SRS404472	duplication	CP097951.1_R	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	151.67	1.05	145.01	chr14	981499	VNBII	Euploid	Absent	Bt103	Clinical	Desjardins		62	62	198	59	1016
SRS404472	deletion	CP097951.1_R	5	57999	5.91	100	4500	17499	6580.05	0.11	0.02	0.12	0.01	151.67	1.05	145.01	chr14	981499	VNBII	Euploid	Small	Bt103	Clinical	Desjardins		62	62	198	59	1016
SRS404463	duplication	CP097938.1_R	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	170.67	1	170.64	chr01	2336104	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	deletion	CP097938.1_R	6	73104	3.13	100	1000	26500	11250.7	0.22	0.06	0.11	0.07	170.67	1	170.64	chr01	2336104	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	duplication	CP097939.1	1	9000	0.56	0.56	9000	9000	NA	1.88	1.86	1.78	1.77	169.88	1	170.64	chr02	1602777	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	deletion	CP097939.1	5	96277	6.01	100	3500	55500	20719.62	0.14	0	0.05	0	169.88	1	170.64	chr02	1602777	VNBII	Euploid	Small	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	duplication	CP097940.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	169.23	0.99	170.64	chr03	1103056	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	deletion	CP097940.1	4	55556	5.04	100	8500	22556	6315.48	0.05	0.01	0.01	0.01	169.23	0.99	170.64	chr03	1103056	VNBII	Euploid	Small	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	duplication	CP097941.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	169.65	0.99	170.64	chr04	1094164	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	deletion	CP097941.1	4	46664	4.26	100	5500	19164	6140.76	0.11	0.02	0.09	0.01	169.65	0.99	170.64	chr04	1094164	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	duplication	CP097942.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	170.44	1	170.64	chr05	1834975	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	deletion	CP097942.1	4	35975	1.96	100	4000	19000	6881.14	0.21	0.13	0.18	0.15	170.44	1	170.64	chr05	1834975	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	duplication	CP097943.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	171.42	1	170.64	chr06	1436071	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	deletion	CP097943.1	3	44571	3.1	100	7071	23500	8247.96	0.17	0.04	0.1	0.08	171.42	1	170.64	chr06	1436071	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	duplication	CP097944.1_R	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	172.02	1.01	170.64	chr07	1403885	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	deletion	CP097944.1_R	4	34885	2.48	100	3500	11000	3510.58	0.08	0	0.03	0	172.02	1.01	170.64	chr07	1403885	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	duplication	CP097945.1_R	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	172.21	1.01	170.64	chr08	1382508	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	deletion	CP097945.1_R	5	45008	3.26	100	1500	14008	6032.83	0.19	0.05	0.11	0.06	172.21	1.01	170.64	chr08	1382508	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	duplication	CP097946.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	171.29	1	170.64	chr09	1189418	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	deletion	CP097946.1	5	30918	2.6	100	500	13500	5877.04	0.2	0.09	0.14	0.09	171.29	1	170.64	chr09	1189418	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	duplication	CP097947.1_R	1	4500	0.42	0.42	4500	4500	NA	2.82	2.2	1.82	1.85	171.23	1	170.64	chr10	1078022	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	deletion	CP097947.1_R	2	19522	1.81	100	8522	11000	1752.21	0.12	0.06	0.1	0.08	171.23	1	170.64	chr10	1078022	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	duplication	CP097948.1_R	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	170.57	1	170.64	chr11	2090313	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	deletion	CP097948.1_R	6	94813	4.54	100	7000	39500	12188.45	0.09	0	0.05	0	170.57	1	170.64	chr11	2090313	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	duplication	CP097949.1_R	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	170.1	1	170.64	chr12	772085	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	deletion	CP097949.1_R	3	50085	6.49	100	7500	26000	9250.49	0.15	0.06	0.11	0.11	170.1	1	170.64	chr12	772085	VNBII	Euploid	Small	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	duplication	CP097950.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	169.12	0.99	170.64	chr13	740623	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	deletion	CP097950.1	5	52123	7.04	100	6000	21000	6197.37	0.15	0.02	0.09	0.06	169.12	0.99	170.64	chr13	740623	VNBII	Euploid	Small	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	duplication	CP097951.1_R	2	9500	0.97	48.7	4000	5500	1060.66	2.66	2.62	2.43	2.62	169.37	0.99	170.64	chr14	981499	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS404463	deletion	CP097951.1_R	4	45499	4.64	100	4500	19500	8003.67	0.08	0.01	0.07	0.01	169.37	0.99	170.64	chr14	981499	VNBII	Euploid	Absent	Bt55	Clinical	Desjardins		62	62	198	59	1016
SRS417618	duplication	chr01	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	108.25	0.97	112.055	chr01	2281270	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	deletion	chr01	7	48770	2.14	100	2000	11000	3244.62	0.1	0	0.07	0	108.25	0.97	112.055	chr01	2281270	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	duplication	chr02	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	101.85	0.91	112.055	chr02	1712483	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	deletion	chr02	4	128483	7.5	100	2000	117000	56619.13	0.02	0	0	0	101.85	0.91	112.055	chr02	1712483	VNBI	Euploid	Small	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	duplication	chr03	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	113.44	1.01	112.055	chr03	1067780	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	deletion	chr03	3	19280	1.81	100	1000	15000	7511.73	0.18	0.03	0.07	0.05	113.44	1.01	112.055	chr03	1067780	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	duplication	chr04	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	113.1	1.01	112.055	chr04	1062799	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	deletion	chr04	4	32799	3.09	100	4000	15000	5036.1	0.07	0	0.05	0	113.1	1.01	112.055	chr04	1062799	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	duplication	chr05	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	109.93	0.98	112.055	chr05	1799688	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	deletion	chr05	3	35688	1.98	100	9500	15688	3321.81	0.04	0	0.02	0	109.93	0.98	112.055	chr05	1799688	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	duplication	chr06	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	112.3	1	112.055	chr06	1465104	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	deletion	chr06	4	55604	3.8	100	11500	16604	2783.38	0.08	0	0.04	0	112.3	1	112.055	chr06	1465104	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	duplication	chr07	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	113.06	1.01	112.055	chr07	1432555	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	deletion	chr07	3	84055	5.87	100	3555	62500	30723.01	0.09	0	0.02	0	113.06	1.01	112.055	chr07	1432555	VNBI	Euploid	Small	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	duplication	chr08	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	110.78	0.99	112.055	chr08	1385770	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	deletion	chr08	5	66770	4.82	100	6000	28500	9055.47	0.17	0	0.07	0	110.78	0.99	112.055	chr08	1385770	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	duplication	chr09	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	113.63	1.01	112.055	chr09	1163630	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	deletion	chr09	4	30130	2.59	100	3500	13500	4676.28	0.12	0.01	0.11	0.01	113.63	1.01	112.055	chr09	1163630	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	duplication	chr10	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	114	1.02	112.055	chr10	1065964	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	deletion	chr10	2	37964	3.56	100	10464	27500	12046.27	0.08	0	0.01	0	114	1.02	112.055	chr10	1065964	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	duplication	chr11	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	121	1.08	112.055	chr11	2037688	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	deletion	chr11	5	49188	2.41	100	4188	18500	5855.5	0.1	0.01	0.08	0.02	121	1.08	112.055	chr11	2037688	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	duplication	chr12	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	115.15	1.03	112.055	chr12	782508	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	deletion	chr12	2	12008	1.53	100	6000	6008	5.66	0.01	0	0.01	0	115.15	1.03	112.055	chr12	782508	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	duplication	chr13	1	3500	0.45	0.45	3500	3500	NA	1.75	1.89	1.9	1.89	114.53	1.02	112.055	chr13	778629	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	deletion	chr13	5	73129	9.39	100	5000	20129	5811.77	0.23	0.05	0.12	0.08	114.53	1.02	112.055	chr13	778629	VNBI	Euploid	Small	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	duplication	chr14	1	4000	0.43	0.43	4000	4000	NA	2.7	2.55	1.93	1.93	113.45	1.01	112.055	chr14	938179	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS417618	deletion	chr14	5	26179	2.79	100	3179	8000	1839.7	0.08	0	0.06	0	113.45	1.01	112.055	chr14	938179	VNBI	Euploid	Absent	Bt147	Clinical	Desjardins		120	120	198	49	1016
SRS404765	duplication	CP097938.1_R	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	177.5	0.99	180.14	chr01	2336104	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	deletion	CP097938.1_R	5	49104	2.1	100	4500	25500	9094.64	0.09	0.01	0.07	0.01	177.5	0.99	180.14	chr01	2336104	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	duplication	CP097939.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	177.02	0.98	180.14	chr02	1602777	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	deletion	CP097939.1	4	95777	5.98	100	9277	55000	20976.21	0.09	0.01	0.05	0.01	177.02	0.98	180.14	chr02	1602777	VNBII	Euploid	Small	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	duplication	CP097940.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	180.81	1	180.14	chr03	1103056	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	deletion	CP097940.1	4	51556	4.67	100	9500	22056	6115.88	0.03	0	0.01	0	180.81	1	180.14	chr03	1103056	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	duplication	CP097941.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	181.92	1.01	180.14	chr04	1094164	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	deletion	CP097941.1	3	62164	5.68	100	14500	30500	8572.69	0.09	0.02	0.06	0.03	181.92	1.01	180.14	chr04	1094164	VNBII	Euploid	Small	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	duplication	CP097942.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	179.4	1	180.14	chr05	1834975	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	deletion	CP097942.1	3	16975	0.93	100	4500	7000	1260.04	0.04	0.01	0.05	0.02	179.4	1	180.14	chr05	1834975	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	duplication	CP097943.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	180.81	1	180.14	chr06	1436071	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	deletion	CP097943.1	3	49571	3.45	100	8071	30000	11796.11	0.07	0.02	0.07	0.02	180.81	1	180.14	chr06	1436071	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	duplication	CP097944.1_R	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	181.56	1.01	180.14	chr07	1403885	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	deletion	CP097944.1_R	6	49385	3.52	100	1500	14000	4900.99	0.19	0	0.06	0.02	181.56	1.01	180.14	chr07	1403885	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	duplication	CP097945.1_R	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	181.65	1.01	180.14	chr08	1382508	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	deletion	CP097945.1_R	5	51508	3.73	100	1500	21008	8418.3	0.17	0.02	0.1	0.01	181.65	1.01	180.14	chr08	1382508	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	duplication	CP097946.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	182.93	1.02	180.14	chr09	1189418	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	deletion	CP097946.1	5	36418	3.06	100	918	22500	9018.57	0.22	0.08	0.12	0.09	182.93	1.02	180.14	chr09	1189418	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	duplication	CP097947.1_R	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	182.06	1.01	180.14	chr10	1078022	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	deletion	CP097947.1_R	4	35522	3.3	100	7000	10000	1434.27	0.22	0.1	0.17	0.16	182.06	1.01	180.14	chr10	1078022	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	duplication	CP097948.1_R	1	4500	0.22	0.22	4500	4500	NA	2.43	2.17	1.99	2.01	178.54	0.99	180.14	chr11	2090313	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	deletion	CP097948.1_R	6	98313	4.7	100	7000	40000	12057.78	0.06	0	0.02	0	178.54	0.99	180.14	chr11	2090313	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	duplication	CP097949.1_R	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	182.62	1.01	180.14	chr12	772085	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	deletion	CP097949.1_R	3	39585	5.13	100	10500	18500	4594.46	0.14	0.07	0.11	0.1	182.62	1.01	180.14	chr12	772085	VNBII	Euploid	Small	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	duplication	CP097950.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	182.65	1.01	180.14	chr13	740623	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	deletion	CP097950.1	5	50623	6.84	100	1623	21000	6974.89	0.19	0.02	0.09	0.04	182.65	1.01	180.14	chr13	740623	VNBII	Euploid	Small	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	duplication	CP097951.1_R	1	3000	0.31	0.31	3000	3000	NA	1.77	1.86	1.64	1.64	181.13	1.01	180.14	chr14	981499	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS404765	deletion	CP097951.1_R	4	46999	4.79	100	3500	21500	9105.65	0.08	0.02	0.07	0.01	181.13	1.01	180.14	chr14	981499	VNBII	Euploid	Absent	Bt56	Clinical	Desjardins		62	62	198	59	1016
SRS405134	duplication	CP003820.1	1	2000	0.09	0.09	2000	2000	NA	2.82	2.72	2.43	2.43	90.76	0.88	103.59	chr01	2291499	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	deletion	CP003820.1	6	56999	2.49	99.91	5500	14999	3331.34	0.09	0	0.05	0	90.76	0.88	103.59	chr01	2291499	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	duplication	CP003821.1	1	6500	0.4	0.4	6500	6500	NA	31.62	34.47	31.24	34.3	88.96	0.86	103.59	chr02	1621675	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	deletion	CP003821.1	2	56175	3.46	48.42	1675	54500	37352.92	0.09	0	0.03	0	88.96	0.86	103.59	chr02	1621675	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	duplication	CP003822.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	102.89	0.99	103.59	chr03	1575141	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	deletion	CP003822.1	4	36141	2.29	100	2641	14000	4714.58	0.06	0	0.04	0	102.89	0.99	103.59	chr03	1575141	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	duplication	CP003823.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	109.38	1.06	103.59	chr04	1084805	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	deletion	CP003823.1	4	39305	3.62	100	5500	14500	4148.99	0.18	0	0.07	0.01	109.38	1.06	103.59	chr04	1084805	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	duplication	CP003824.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	96.24	0.93	103.59	chr05	1814975	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	deletion	CP003824.1	4	36000	1.98	99.95	1000	26500	11811.01	0.1	0	0.05	0	96.24	0.93	103.59	chr05	1814975	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	duplication	CP003825.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	103.17	1	103.59	chr06	1422463	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	deletion	CP003825.1	3	29463	2.07	44.71	500	25500	13658.99	0.26	0.04	0.08	0.04	103.17	1	103.59	chr06	1422463	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	duplication	CP003826.1	1	4000	0.29	0.29	4000	4000	NA	2.03	2.04	1.72	1.72	104.34	1.01	103.59	chr07	1399503	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	deletion	CP003826.1	4	53503	3.82	100	1503	37000	16006.42	0.11	0.01	0.07	0.01	104.34	1.01	103.59	chr07	1399503	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	duplication	CP003827.1	1	5000	0.36	0.36	5000	5000	NA	1.91	2.02	1.76	1.77	103.78	1	103.59	chr08	1398693	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	deletion	CP003827.1	3	49693	3.55	100	9193	28000	10040.66	0.12	0	0.04	0	103.78	1	103.59	chr08	1398693	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	duplication	CP003828.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	109.98	1.06	103.59	chr09	1186808	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	deletion	CP003828.1	3	49808	4.2	100	8500	24808	8154.48	0.08	0	0.03	0	109.98	1.06	103.59	chr09	1186808	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	duplication	CP003829.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	108.38	1.05	103.59	chr10	1059964	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	deletion	CP003829.1	4	22964	2.17	100	2500	9000	2720.11	0.21	0	0.04	0	108.38	1.05	103.59	chr10	1059964	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	duplication	CP003830.1	1	151000	9.67	9.67	151000	151000	NA	1.88	1.9	1.89	1.9	95.76	0.92	103.59	chr11	1561994	VNI	Euploid	Small	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	deletion	CP003830.1	6	73494	4.71	100	1500	29000	10547.76	0.19	0	0.06	0	95.76	0.92	103.59	chr11	1561994	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	duplication	CP003831.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	116.57	1.13	103.59	chr12	774062	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	deletion	CP003831.1	4	27062	3.5	100	62	11500	5489.87	0.16	0.01	0.07	0.02	116.57	1.13	103.59	chr12	774062	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	duplication	CP003832.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	117.28	1.13	103.59	chr13	756744	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	deletion	CP003832.1	4	58500	7.73	99.84	1000	42000	19110.97	0.25	0.01	0.1	0.01	117.28	1.13	103.59	chr13	756744	VNI	Euploid	Small	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	duplication	CP003833.2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	113.01	1.09	103.59	chr14	942867	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS405134	deletion	CP003833.2	1	11000	1.17	1.17	11000	11000	NA	0.27	0.02	0.05	0.04	113.01	1.09	103.59	chr14	942867	VNI	Euploid	Absent	Bt151	Clinical	Desjardins	VNIc	181	818	89	790	1016
SRS404516	duplication	CP003820.1	2	13000	0.57	15.3	2000	11000	6363.96	6.99	2.17	6.7	2.15	82.35	0.96	85.62	chr01	2291499	VNI	Euploid	Absent	Bt49	Clinical	Desjardins	VNIb	181	818	46	790	1016
SRS404516	deletion	CP003820.1	6	38999	1.7	99.89	3500	10000	2323.75	0.19	0	0.05	0	82.35	0.96	85.62	chr01	2291499	VNI	Euploid	Absent	Bt49	Clinical	Desjardins	VNIb	181	818	46	790	1016
SRS404516	duplication	CP003821.1	1	6500	0.4	0.4	6500	6500	NA	38	41.53	37.63	41.21	81.24	0.95	85.62	chr02	1621675	VNI	Euploid	Absent	Bt49	Clinical	Desjardins	VNIb	181	818	46	790	1016
SRS404516	deletion	CP003821.1	4	27675	1.71	48.2	1175	12500	6168.58	0.24	0.11	0.18	0.24	81.24	0.95	85.62	chr02	1621675	VNI	Euploid	Absent	Bt49	Clinical	Desjardins	VNIb	181	818	46	790	1016
