sample,name,mating_type,country_of_origin_x,isolation_source,broad_project,sra_accession_x,strain_description,in_gwas,phenotyped,source_x,dataset,species_id_from_mash_anlaysis_x,study_x,hiv_status_x,continent_of_origin_x,year_of_origin_x,mean_depth_of_mapping_with_mq_>_30_across_whole_genome_x,proportion_of_genome_covered_by_at_least_5_reads_which_mapped_with_mq_>_30_x,source_y,vni_subdivision,lab_id,species_id_from_mash_anlaysis_y,study_y,hiv_status_y,sra_accession_y,country_of_origin_y,continent_of_origin_y,year_of_origin_y,mean_depth_of_mapping_with_mq_>_30_across_whole_genome_y,proportion_of_genome_covered_by_at_least_5_reads_which_mapped_with_mq_>_30_y,strain,lineage
SRS405121,Cryptococcus_neoformans_Bt47,α,Botswana ,CSF /HIV+ ,G26132,SRX256419,Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798707,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798707,Botswana,Africa,,47.6486,0.966160488,Bt47,VNI
SRS405122,Cryptococcus_neoformans var. grubii_Bt11,α,Botswana ,CSF /HIV+ ,G26156,SRX256425,Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798717,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798717,Botswana,Africa,,43.928,0.964551013,Bt11,VNI
SRS405123,Cryptococcus_neoformans_Bt96,α,Botswana ,CSF /HIV+ ,G26293,"SRX256429, SRX256439, SRX256428",Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt96,VNBI
SRS405124,Cryptococcus_neoformans var. grubii_Bt77,α,Botswana ,CSF /HIV+ ,G26038,"SRX256435, SRX256534",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798729,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798729,Botswana,Africa,,45.4587,0.965534672,Bt77,VNI
SRS405126,Cryptococcus_neoformans var. grubii_31427,α,USA,pigeon guano ,G26167,SRX256440,"Litvintseva et al 2009 Infect Immun, Litvintseva et al 2006 Genetics",No,No,Environment,Desjardins,,,,,,,,Environmental,VNIa-32,SRR798738,Cryptococcus neoformans var. grubii H99,Desjardins,,SRR798738,USA,North America,2003.0,44.06,0.966540957,A4-34-6,VNI
SRS405127,Cryptococcus_neoformans var. grubii_Th206,α,Thailand,blood/HIV+,G26020,"SRX256441, SRX256525",Litvintseva et al 2006 Genetics,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-4,SRR798739,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798739,Thailand,Asia,1997.0,39.569,0.961411521,Th206,VNI
SRS405128,Cryptococcus_neoformans var. grubii_Bt205,α,Botswana ,CSF /HIV+ ,G26028,"SRX256443, SRX256487",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798742,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798742,Botswana,Africa,,49.5977,0.964611385,Bt205,VNI
SRS405129,Cryptococcus_neoformans var. grubii_Bt108,α,Botswana ,CSF /HIV+ ,G26151,SRX256444,Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798743,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798743,Botswana,Africa,,48.4472,0.963673296,Bt108,VNI
SRS405130,Cryptococcus_neoformans var. grubii_Bt59,α,Botswana ,CSF /HIV+ ,G26017,"SRX256446, SRX256445",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798752,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798752,Botswana,Africa,,39.5984,0.964331677,Bt59,VNI
SRS405132,Cryptococcus_neoformans var. grubii_Bt121,α,Botswana ,CSF /HIV+ ,G26162,SRX256460,"Litvintseva et al 2003 Euk. Cell, Litvintseva et al 2006 Genetics",No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798768,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798768,Botswana,Africa,2001.0,40.7886,0.963035956,Bt121,VNI
SRS405134,Cryptococcus_neoformans var. grubii_Bt151,α,Botswana ,CSF /HIV+ ,G26170,SRX256461,Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798775,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798775,Botswana,Africa,,46.905,0.964403837,Bt151,VNI
SRS405133,Cryptococcus_neoformans_Pr68,α,S. Africa,pigeon guano,G26131,SRX256463,Litvintseva et al 2011 PLoS One,No,No,Environment,Desjardins,,,,,,,,Environmental,VNIb,SRR798777,Cryptococcus neoformans var. grubii H99,Desjardins,,SRR798777,S. Africa,Africa,,43.9631,0.972319893,Pr68,VNI
SRS405135,Cryptococcus_neoformans var. grubii_Bt110,α,Botswana ,CSF /HIV+ ,G26161,SRX256465,Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798780,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798780,Botswana,Africa,,43.9397,0.964387502,Bt110,VNI
SRS405136,Cryptococcus_neoformans_Bt62,α,Botswana ,CSF /HIV+ ,G26134,SRX256473,Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798803,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798803,Botswana,Africa,,51.7497,0.965423814,Bt62,VNI
SRS405137,Cryptococcus_neoformans_Bt97,α,Botswana ,CSF /HIV+ ,G26138,SRX256475,Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798807,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798807,Botswana,Africa,,45.661,0.965621529,Bt97,VNI
SRS405139,Cryptococcus_neoformans var. grubii_Bt95,α,Botswana ,CSF /HIV+ ,G26044,"SRX256483, SRX256477",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798833,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798833,Botswana,Africa,,45.849,0.9653765,Bt95,VNI
SRS405141,Cryptococcus_neoformans var. grubii_Bt111,α,Botswana ,CSF /HIV+ ,G26168,SRX256485,Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR798837,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798837,Botswana,Africa,,42.5208,0.972145544,Bt111,VNI
SRS405142,Cryptococcus_neoformans var. grubii_Bt104,α,Botswana ,CSF /HIV+ ,G26139,SRX256486,Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798839,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798839,Botswana,Africa,2001.0,40.9061,0.964253754,Bt104,VNI
SRS405144,Cryptococcus_neoformans var. grubii_Bt48,α,Botswana ,CSF /HIV+ ,G26037,"SRX256493, SRX256491",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-X,SRR798853,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798853,Botswana,Africa,,43.3716,0.963121386,Bt48,VNI
SRS405145,Cryptococcus_neoformans var. grubii_Bt117,α,Botswana ,CSF /HIV+ ,G26148,SRX256502,Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798882,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798882,Botswana,Africa,,45.515,0.965341504,Bt117,VNI
SRS405146,Cryptococcus_neoformans var. grubii_Bt8,α,Botswana ,CSF /HIV+ ,G26060,"SRX256543, SRX256504",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR799026,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR799026,Botswana,Africa,,41.1126,0.965539219,Bt8,VNI
SRS405147,Cryptococcus_neoformans var. grubii_Bt116,α,Botswana ,CSF /HIV+ ,G26144,SRX256518,Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798922,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798922,Botswana,Africa,,44.2783,0.96512666,Bt116,VNI
SRS405148,Cryptococcus_neoformans var. grubii_Bt58,α,Botswana ,CSF /HIV+ ,G26059,"SRX256524, SRX256529",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-X,SRR798957,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798957,Botswana,Africa,,44.8974,0.961916011,Bt58,VNI
SRS405149,Cryptococcus_neoformans var. grubii_LP-RSA1684,α,S. Africa,Clinical,G26061,"SRX256550, SRX256537",Litvintseva et al 2011 PLoS One,No,No,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,LP-RSA1684,VNII
SRS405151,Cryptococcus_neoformans var. grubii_Bt57,α,Botswana ,CSF /HIV+ ,G26054,"SRX256549, SRX256551",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR799053,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR799053,Botswana,Africa,2000.0,50.1494,0.964945333,Bt57,VNI
SRS417571,Cryptococcus_neoformans var. grubii_41487,α,USA,Clinical,G27153,SRX273085,"Litvintseva et al 2011 PLoS One, Litvintseva et al 2006 Genetics",No,No,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,8-1,VNII
SRS417572,Cryptococcus_neoformans var. grubii_AD1-68a,α,France ,Clinical ,G27122,SRX273086,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-93,SRR836540,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836540,France,Europe,,24.4923,0.96366875,AD1-68a,VNI
SRS417573,Cryptococcus_neoformans var. grubii_AD1-86a,α,France ,Clinical,G27144,SRX273087,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-5,SRR836547,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836547,France,Europe,,19.701,0.962770521,AD1-86a,VNI
SRS417583,Cryptococcus_neoformans var. grubii_AD1-90a,α,France ,Clinical,G27169,SRX273089,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR836557,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836557,France,Europe,,22.4027,0.970185099,AD1-90a,VNI
SRS417575,Cryptococcus_neoformans var. grubii_AD1-95a,α,France ,Clinical,G27159,SRX273090,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR836558,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836558,France,Europe,,19.0781,0.969367912,AD1-95a,VNI
SRS417576,Cryptococcus_neoformans var. grubii_AD2-04a,α,France ,Clinical ,G27149,SRX273091,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-93,SRR836564,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836564,France,Europe,,24.2551,0.963925991,AD2-04a,VNI
SRS417577,Cryptococcus_neoformans var. grubii_AD2-6a,α,France ,Clinical,G27143,"SRX273092, SRX273094, SRX273093",Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR836570,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836570,France,Europe,,24.1743,0.964386709,AD2-6a,VNI
SRS417578,Cryptococcus_neoformans var. grubii_AD2-82a,α,France ,Clinical,G27127,SRX273095,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-5,SRR836581,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836581,France,Europe,,24.0502,0.963696504,AD2-82a,VNI
SRS417586,Cryptococcus_neoformans var. grubii_AD2-99a,α,France ,Clinical ,G27182,SRX273096,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR836588,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836588,France,Europe,,21.0287,0.976627438,AD2-99a,VNI
SRS417579,Cryptococcus_neoformans var. grubii_AD3-11a,α,France ,Clinical ,G27186,SRX273097,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,AD3-11a,VNII
SRS417581,Cryptococcus_neoformans var. grubii_AD3-41a,α,France ,Clinical,G27191,SRX273099,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR836599,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836599,France,Europe,,23.6468,0.966009611,AD3-41a,VNI
SRS417582,Cryptococcus_neoformans var. grubii_AD3-55a,α,France ,Clinical,G27164,SRX273100,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR836604,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836604,France,Europe,,24.4921,0.966411491,AD3-55a,VNI
SRS417585,Cryptococcus_neoformans var. grubii_AD3-58,α,France ,Clinical ,G27192,SRX273101,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR836610,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836610,France,Europe,,22.2949,0.97075657,AD3-58,VNI
SRS417587,Cryptococcus_neoformans var. grubii_AD3-83a,α,France ,Clinical ,G27145,SRX273103,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR836615,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836615,France,Europe,,29.1656,0.977653812,AD3-83a,VNI
SRS417588,Cryptococcus_neoformans var. grubii_AD3-95a,α,France ,Clinical,G27183,SRX273104,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-4,SRR836620,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836620,France,Europe,,26.1529,0.960955084,AD3-95a,VNI
SRS417597,Cryptococcus_neoformans var. grubii_AD3-9a,α,France ,Clinical,G27185,SRX273105,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,AD3-9a,VNII
SRS417590,Cryptococcus_neoformans var. grubii_AD4-47a,α,France ,Clinical ,G27148,SRX273107,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR836631,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836631,France,Europe,,24.0321,0.970236431,AD4-47a,VNI
SRS417591,Cryptococcus_neoformans var. grubii_AD4-63a,α,France ,Clinical ,G27195,SRX273108,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-93,SRR836636,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836636,France,Europe,,22.9459,0.963668697,AD4-63a,VNI
SRS417593,Cryptococcus_neoformans var. grubii_AD4-76a,α,France ,Clinical ,G27163,SRX273109,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-4,SRR836642,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836642,France,Europe,,20.6834,0.959867704,AD4-76a,VNI
SRS417594,Cryptococcus_neoformans var. grubii_AD4-92a,α,France ,Clinical ,G27194,SRX273111,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR836648,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836648,France,Europe,,24.3222,0.969009223,AD4-92a,VNI
SRS417603,Cryptococcus_neoformans var. grubii_AD5-39a,α,France ,Clinical ,G27173,SRX273112,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-93,SRR836654,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836654,France,Europe,,19.7787,0.962563871,AD5-39a,VNI
SRS417595,Cryptococcus_neoformans var. grubii_AD5-45a,α,France ,Clinical,G27196,SRX273113,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR836660,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836660,France,Europe,,25.8131,0.97081858,AD5-45a,VNI
SRS417596,Cryptococcus_neoformans var. grubii_AD5-53a,α,France ,Clinical,G27158,SRX273114,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-5,SRR836666,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836666,France,Europe,,23.2984,0.963598281,AD5-53a,VNI
SRS417599,Cryptococcus_neoformans var. grubii_AD5-67a,α,France ,Clinical,G27166,SRX273116,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,AD5-67a,VNII
SRS417600,Cryptococcus_neoformans var. grubii_AD6-54a,α,France ,Clinical,G27178,SRX273117,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR842038,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR842038,France,Europe,,23.5809,0.970572494,AD6-54a,VNI
SRS417601,Cryptococcus_neoformans var. grubii_AD6-55a,α,France ,Clinical,G27124,SRX273118,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR836683,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836683,France,Europe,,19.1456,0.969504727,AD6-55a,VNI
SRS417604,Cryptococcus_neoformans var. grubii_Arg1366,α,Argentina,Clinical ,G27132,SRX273120,Litvintseva et al 2006 Genetics,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR836689,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836689,Argentina,South America,,24.7205,0.976714877,Arg1366,VNI
SRS417605,Cryptococcus_neoformans var. grubii_Bt105,α,Botswana ,CSF /HIV+ ,G27130,"SRX273121, SRX273122, SRX404420",Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt105,VNBII
SRS417606,Cryptococcus_neoformans var. grubii_Bt109,α,Botswana ,CSF /HIV+ ,G27120,"SRX273124, SRX273123",Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt109,VNBII
SRS417607,Cryptococcus_neoformans var. grubii_Bt115,α,Botswana ,CSF /HIV+ ,G27180,"SRX273126, SRX273125",Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt115,VNBII
SRS417609,Cryptococcus_neoformans var. grubii_Bt128,α,Botswana ,CSF /HIV+ ,G27119,"SRX273130, SRX273131",Litvintseva et al 2003 Euk. Cell,Yes,No,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt128,VNBII
SRS417611,Cryptococcus_neoformans var. grubii_Bt133,a,Botswana ,CSF /HIV+ ,G27162,"SRX273143, SRX273141, SRX273142",Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt133,VNBII
SRS417612,Cryptococcus_neoformans var. grubii_Bt136,α,Botswana ,CSF /HIV+ ,G27140,"SRX273145, SRX273144",Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt136,VNBII
SRS417614,Cryptococcus_neoformans var. grubii_Bt138,α,Botswana ,CSF /HIV+ ,G27152,"SRX273148, SRX273147, SRX273149",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-Y,SRR836772,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836772,Botswana,Africa,,24.1923,0.962533844,Bt138,VNI
SRS417615,Cryptococcus_neoformans var. grubii_Bt143,α,Botswana ,CSF /HIV+ ,G27172,"SRX273151, SRX273150, SRX273152",Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt143,VNBII
SRS417616,Cryptococcus_neoformans var. grubii_Bt146,α,Botswana ,CSF /HIV+ ,G27181,"SRX273155, SRX273153, SRX273154",Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt146,VNBII
SRS417618,Cryptococcus_neoformans var. grubii_Bt147,α,Botswana ,CSF /HIV+ ,G27175,SRX273157,Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt147,VNBI
SRS417619,Cryptococcus_neoformans var. grubii_Bt148,α,Botswana ,CSF /HIV+ ,G27156,SRX273158,Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt148,VNBI
SRS417620,Cryptococcus_neoformans var. grubii_Bt149,α,Botswana ,CSF /HIV+ ,G27133,SRX273159,Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt149,VNBII
SRS417622,Cryptococcus_neoformans var. grubii_Bt152,α,Botswana ,CSF /HIV+ ,G27174,SRX273160,Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt152,VNBII
SRS417624,Cryptococcus_neoformans var. grubii_Bt154,α,Botswana ,CSF /HIV+ ,G27135,SRX273163,Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt154,VNBI
SRS417625,Cryptococcus_neoformans var. grubii_Bt157,α,Botswana ,CSF /HIV+ ,G27177,SRX273164,"Litvintseva et al 2003 Euk. Cell, Litvintseva et al 2006 Genetics",Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt157,VNBII
SRS417635,Cryptococcus_neoformans var. grubii_Bt204,a,Botswana ,CSF /HIV+ ,G27193,SRX273168,"Litvintseva et al 2003 Euk. Cell, Litvintseva et al 2006 Genetics",Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt204,VNBI
SRS417636,Cryptococcus_neoformans var. grubii_Bt208,α,Botswana ,CSF /HIV+ ,G27134,SRX273169,Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt208,VNBII
SRS417637,Cryptococcus_neoformans var. grubii_Bt4,α,Botswana ,CSF /HIV+ ,G27155,SRX273170,Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR836871,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836871,Botswana,Africa,,25.2922,0.964492228,Bt4,VNI
SRS417639,Cryptococcus_neoformans var. grubii_Bt65,a,Botswana ,CSF /HIV+ ,G27121,"SRX273172, SRX273174, SRX273173",Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt65,VNBII
SRS417641,Cryptococcus_neoformans var. grubii_C12,α,USA,lung/HIV-,G27138,SRX273176,"Litvintseva et al 2009 Infect Immun, Litvintseva et al 2006 Genetics",No,No,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,C12,VNII
SRS417642,Cryptococcus_neoformans var. grubii_In2632,α,India,Clinical ,G27167,SRX273177,Litvintseva et al 2006 Genetics,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-32,SRR836892,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836892,India,Asia,2001.0,23.0854,0.964379942,In2632,VNI
SRS417643,Cryptococcus_neoformans var. grubii_Jp1088,α,Japan,Clinical ,G27176,SRX273178,Litvintseva et al 2006 Genetics,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-5,SRR836898,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836898,Japan,Asia,1999.0,25.3973,0.963577769,Jp1088,VNI
SRS417644,Cryptococcus_neoformans var. grubii_LP-RSA3144,α,S. Africa,Clinical,G27139,"SRX273179, SRX273180",Litvintseva et al 2011 PLoS One,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,LP-RSA3144,VNBII
SRS417647,Cryptococcus_neoformans var. grubii_LP-RSA6618,α,Botswana ,Clinical ,G27125,SRX273182,Litvintseva et al 2011 PLoS One,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,LP-RSA6618,VNBI
SRS417658,Cryptococcus_neoformans var. grubii_LP-RSA756,α,Botswana ,Clinical ,G27137,SRX273185,Litvintseva et al 2011 PLoS One,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,LP-RSA756,VNBI
SRS417650,Cryptococcus_neoformans var. grubii_MW-RSA1186,α,S. Africa,Clinical,G27128,"SRX273187, SRX273188",Van Wyk et al  2014 J. Clin. Microbiol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,MW-RSA1186,VNBII
SRS417651,Cryptococcus_neoformans var. grubii_MW-RSA1607,α,S. Africa,Clinical,G27131,"SRX273189, SRX273355, SRX273190",Van Wyk et al  2014 J. Clin. Microbiol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,MW-RSA1607,VNBII
SRS417652,Cryptococcus_neoformans var. grubii_MW-RSA2967,α,S. Africa,Clinical,G27126,SRX273191,Van Wyk et al  2014 J. Clin. Microbiol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,MW-RSA2967,VNBII
SRS417653,Cryptococcus_neoformans var. grubii_MW-RSA3179,α,S. Africa,Clinical,G27147,SRX273192,Van Wyk et al  2014 J. Clin. Microbiol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,MW-RSA3179,VNBII
SRS417654,Cryptococcus_neoformans var. grubii_MW-RSA3321,α,S. Africa,Clinical,G27123,SRX273193,Van Wyk et al  2014 J. Clin. Microbiol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,MW-RSA3321,VNBII
SRS417655,Cryptococcus_neoformans var. grubii_PLR10,α,Botswana ,Mopane tree,G27179,"SRX273194, SRX273195",Litvintseva et al 2011 PLoS One,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,PLR10,VNBI
SRS417656,Cryptococcus_neoformans var. grubii_Pr284-1,α,Botswana ,avian guano,G27160,"SRX273196, SRX273197",Litvintseva et al 2011 PLoS One,No,No,Environment,Desjardins,,,,,,,,Environmental,VNIb,SRR836964,Cryptococcus neoformans var. grubii H99,Desjardins,,SRR836964,Botswana,Africa,2007.0,28.5044,0.970724957,Pr284-1,VNI
SRS417657,Cryptococcus_neoformans var. grubii_RTC1,α,Botswana ,CSF/HIV+,G27165,SRX273198,Litvintseva et al 2011 PLoS One,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-93,SRR836978,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR836978,Botswana,Africa,2007.0,26.7636,0.963422082,RTC1,VNI
